,LocationDesc,Question,YearStart,Age (years),Education,Gender,Income,Race/Ethnicity,Total
3249,Utah,Percent of adults who report consuming vegetables less than one time daily,2017,17.316666666666666,20.724999999999998,17.3,21.071428571428573,20.64,17.3
3250,Utah,Percent of adults who report consuming vegetables less than one time daily,2019,21.366666666666664,24.75,21.35,24.7,26.733333333333334,21.3
3251,Utah,Percent of adults who report consuming vegetables less than one time daily,2021,20.166666666666668,22.375,20.05,23.37142857142857,18.55,20.0
3252,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2011,33.46666666666667,34.475,34.25,34.07142857142857,34.9,34.3
3253,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2012,35.9,36.699999999999996,36.55,35.92857142857143,30.400000000000002,36.6
3254,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2013,36.699999999999996,37.2,37.1,36.68571428571429,37.625,37.2
3255,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2014,34.800000000000004,34.925,35.4,34.785714285714285,39.25,35.4
3256,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2015,33.9,33.925,34.55,33.81428571428571,37.3,34.7
3257,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2016,33.93333333333334,34.45,34.6,34.1,31.639999999999997,34.7
3258,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2017,34.083333333333336,34.375,35.0,33.41428571428572,31.975,35.1
3259,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2018,33.0,33.675,33.4,32.08571428571428,30.32,33.6
3260,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2019,32.083333333333336,31.525,32.8,31.657142857142862,30.1,32.9
3261,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2020,35.35,35.275,35.45,33.628571428571426,31.0,35.7
3262,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2021,31.25,30.75,31.9,31.0,29.160000000000004,32.1
3263,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2022,33.516666666666666,33.15,33.95,32.31428571428571,38.583333333333336,34.1
3264,Vermont,Percent of adults aged 18 years and older who have an overweight classification,2023,33.916666666666664,34.975,34.6,33.27142857142857,32.2,34.8
3265,Vermont,Percent of adults aged 18 years and older who have obesity,2011,24.983333333333334,25.575,25.450000000000003,26.142857142857142,28.65,25.4
3266,Vermont,Percent of adults aged 18 years and older who have obesity,2012,23.166666666666668,24.4,23.7,24.75714285714286,26.566666666666666,23.7
3267,Vermont,Percent of adults aged 18 years and older who have obesity,2013,24.25,26.4,24.75,25.385714285714283,29.925,24.7
3268,Vermont,Percent of adults aged 18 years and older who have obesity,2014,24.21666666666667,26.175,24.75,25.87142857142857,25.85,24.8
3269,Vermont,Percent of adults aged 18 years and older who have obesity,2015,24.566666666666666,27.0,25.15,26.485714285714288,30.2,25.1
3270,Vermont,Percent of adults aged 18 years and older who have obesity,2016,26.833333333333332,28.55,27.049999999999997,28.24285714285714,29.060000000000002,27.1
3271,Vermont,Percent of adults aged 18 years and older who have obesity,2017,27.2,30.25,27.6,29.414285714285715,30.575,27.6
3272,Vermont,Percent of adults aged 18 years and older who have obesity,2018,27.400000000000002,28.65,27.45,29.157142857142855,26.660000000000004,27.5
3273,Vermont,Percent of adults aged 18 years and older who have obesity,2019,26.45,28.925,26.65,28.071428571428573,23.55,26.6
3274,Vermont,Percent of adults aged 18 years and older who have obesity,2020,25.95,28.15,26.25,28.2,35.0,26.3
3275,Vermont,Percent of adults aged 18 years and older who have obesity,2021,29.03333333333333,29.75,29.05,30.885714285714283,32.64,29.0
3276,Vermont,Percent of adults aged 18 years and older who have obesity,2022,26.45,29.4,26.85,29.157142857142855,25.25,26.8
3277,Vermont,Percent of adults aged 18 years and older who have obesity,2023,29.016666666666666,30.599999999999998,28.75,31.17142857142857,27.339999999999996,28.8
3278,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,59.15,57.0,59.15,57.542857142857144,50.55,59.2
3279,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,58.56666666666666,56.400000000000006,58.75,56.84285714285714,51.86666666666667,58.8
3280,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,58.800000000000004,55.55,58.900000000000006,56.357142857142854,52.574999999999996,58.9
3281,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,59.4,57.0,59.75,57.07142857142857,58.833333333333336,59.7
3282,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,61.78333333333333,57.3,61.9,58.55714285714286,62.625,61.9
3283,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,66.39999999999999,60.975,66.55,63.871428571428574,60.379999999999995,66.5
3284,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,21.95,20.025,21.65,20.657142857142855,23.525,21.6
3285,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2013,23.833333333333332,20.975,23.0,21.214285714285715,19.466666666666665,23.0
3286,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2015,23.316666666666666,20.05,22.7,20.75714285714286,18.425,22.7
3287,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,23.25,20.45,22.6,21.0,21.5,22.6
3288,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2019,28.46666666666667,27.0,28.5,26.671428571428574,28.5,28.5
3289,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,33.21666666666667,31.325000000000003,33.7,31.514285714285712,31.68,33.7
3290,Vermont,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,39.550000000000004,38.875,39.849999999999994,39.042857142857144,38.5,39.9
3291,Vermont,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,38.416666666666664,37.6,39.150000000000006,38.25714285714286,35.333333333333336,39.1
3292,Vermont,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,38.28333333333333,37.175,39.1,37.75714285714286,38.175,39.1
3293,Vermont,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,39.1,38.525,40.15,38.44285714285714,40.93333333333333,40.1
3294,Vermont,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,42.71666666666667,41.400000000000006,43.85,42.271428571428565,46.975,43.8
3295,Vermont,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,46.98333333333333,45.2,48.55,47.028571428571425,39.38,48.5
3296,Vermont,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,29.633333333333336,27.0,29.15,28.342857142857145,31.55,29.0
3297,Vermont,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2013,31.63333333333333,27.525,30.35,28.7,28.0,30.3
3298,Vermont,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,31.45,27.924999999999997,30.549999999999997,28.74285714285714,27.475,30.5
3299,Vermont,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,32.78333333333333,28.849999999999998,31.450000000000003,29.67142857142857,30.233333333333334,31.4
3300,Vermont,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2019,39.733333333333334,38.949999999999996,39.650000000000006,39.1,44.45,39.7
3301,Vermont,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2023,41.766666666666666,40.45,41.9,39.9,41.199999999999996,41.9
3302,Vermont,Percent of adults who engage in no leisure-time physical activity,2011,20.55,23.775,21.0,22.400000000000002,28.150000000000002,21.0
3303,Vermont,Percent of adults who engage in no leisure-time physical activity,2012,16.233333333333334,20.825,17.200000000000003,19.385714285714283,15.966666666666667,17.2
3304,Vermont,Percent of adults who engage in no leisure-time physical activity,2013,19.533333333333335,23.475,20.5,22.414285714285715,26.4,20.5
3305,Vermont,Percent of adults who engage in no leisure-time physical activity,2014,18.183333333333334,21.825000000000003,18.950000000000003,21.285714285714285,14.533333333333333,19.0
3306,Vermont,Percent of adults who engage in no leisure-time physical activity,2015,21.433333333333334,26.0,22.2,24.985714285714288,24.75,22.2
3307,Vermont,Percent of adults who engage in no leisure-time physical activity,2016,18.3,22.900000000000002,19.55,22.25714285714286,22.5,19.5
3308,Vermont,Percent of adults who engage in no leisure-time physical activity,2017,20.866666666666667,24.975,21.6,23.928571428571427,21.7,21.6
3309,Vermont,Percent of adults who engage in no leisure-time physical activity,2018,17.766666666666666,22.400000000000002,18.85,21.17142857142857,26.0,18.9
3310,Vermont,Percent of adults who engage in no leisure-time physical activity,2019,18.983333333333334,23.9,20.0,23.614285714285717,19.125,20.0
3311,Vermont,Percent of adults who engage in no leisure-time physical activity,2020,16.95,23.175,18.2,21.285714285714285,21.2,18.2
3312,Vermont,Percent of adults who engage in no leisure-time physical activity,2021,16.533333333333335,22.099999999999998,17.75,22.342857142857145,24.72,17.8
3313,Vermont,Percent of adults who engage in no leisure-time physical activity,2022,18.45,25.525,19.799999999999997,24.814285714285717,19.833333333333332,19.8
3314,Vermont,Percent of adults who engage in no leisure-time physical activity,2023,19.033333333333335,25.45,20.299999999999997,24.028571428571432,23.416666666666668,20.3
3315,Vermont,Percent of adults who report consuming fruit less than one time daily,2017,30.0,31.299999999999997,29.8,32.15714285714286,33.43333333333333,29.7
3316,Vermont,Percent of adults who report consuming fruit less than one time daily,2019,33.0,33.35,32.15,33.92857142857143,34.35,32.0
3317,Vermont,Percent of adults who report consuming fruit less than one time daily,2021,35.46666666666667,37.025,34.5,36.6,37.65,34.4
3318,Vermont,Percent of adults who report consuming vegetables less than one time daily,2017,12.983333333333334,15.1,12.85,14.571428571428571,16.3,12.9
3319,Vermont,Percent of adults who report consuming vegetables less than one time daily,2019,12.85,14.925,12.8,14.614285714285714,18.375,12.7
3320,Vermont,Percent of adults who report consuming vegetables less than one time daily,2021,14.133333333333333,15.5,14.200000000000001,17.214285714285715,20.15,14.1
3339,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2011,33.800000000000004,33.125,34.1,32.885714285714286,35.46,34.1
3340,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2012,35.75,35.875,36.25,35.17142857142857,34.7,36.2
3341,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2013,36.449999999999996,36.675,36.75,36.128571428571426,34.77142857142857,36.8
3342,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2014,35.81666666666667,35.925,36.25,35.24285714285714,33.9,36.3
3343,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2015,34.483333333333334,34.35,34.8,33.57142857142857,33.800000000000004,34.9
3344,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2016,35.95,35.724999999999994,36.400000000000006,34.58571428571428,34.43333333333333,36.5
3345,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2017,35.93333333333333,35.75,36.25,34.67142857142857,37.13333333333333,36.3
3346,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2018,35.46666666666667,34.95,35.9,34.385714285714286,35.78333333333333,35.9
3347,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2019,33.96666666666667,33.7,34.45,32.75714285714286,35.050000000000004,34.5
3348,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2020,34.61666666666667,34.6,35.0,33.98571428571429,36.21666666666667,35.1
3349,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2021,33.38333333333333,32.05,33.8,31.714285714285715,35.300000000000004,33.9
3350,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2022,31.766666666666666,31.525000000000002,32.05,29.699999999999996,33.333333333333336,32.1
3351,Virginia,Percent of adults aged 18 years and older who have an overweight classification,2023,34.083333333333336,34.325,34.3,31.842857142857145,32.64,34.3
3352,Virginia,Percent of adults aged 18 years and older who have obesity,2011,28.650000000000002,30.625,29.15,30.400000000000002,27.639999999999997,29.2
3353,Virginia,Percent of adults aged 18 years and older who have obesity,2012,26.883333333333336,28.575,27.4,29.0,26.82857142857143,27.4
3354,Virginia,Percent of adults aged 18 years and older who have obesity,2013,26.583333333333332,27.95,27.200000000000003,28.199999999999996,26.157142857142855,27.2
3355,Virginia,Percent of adults aged 18 years and older who have obesity,2014,28.133333333333336,29.125,28.5,29.514285714285712,27.516666666666666,28.5
3356,Virginia,Percent of adults aged 18 years and older who have obesity,2015,28.78333333333333,31.075,29.25,31.014285714285712,27.616666666666664,29.2
3357,Virginia,Percent of adults aged 18 years and older who have obesity,2016,28.516666666666666,30.15,29.0,30.8,32.016666666666666,29.0
3358,Virginia,Percent of adults aged 18 years and older who have obesity,2017,29.616666666666664,31.875,30.05,32.542857142857144,26.616666666666664,30.1
3359,Virginia,Percent of adults aged 18 years and older who have obesity,2018,29.8,31.3,30.299999999999997,32.114285714285714,29.51666666666667,30.4
3360,Virginia,Percent of adults aged 18 years and older who have obesity,2019,31.5,34.225,31.900000000000002,34.05714285714286,29.900000000000002,31.9
3361,Virginia,Percent of adults aged 18 years and older who have obesity,2020,31.95,33.475,32.2,33.72857142857143,28.75,32.2
3362,Virginia,Percent of adults aged 18 years and older who have obesity,2021,33.78333333333333,35.65,34.25,36.94285714285714,30.983333333333334,34.2
3363,Virginia,Percent of adults aged 18 years and older who have obesity,2022,34.6,36.55,35.25,37.699999999999996,31.383333333333336,35.2
3364,Virginia,Percent of adults aged 18 years and older who have obesity,2023,33.800000000000004,35.15,34.3,37.57142857142857,32.92,34.3
3365,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,52.21666666666667,50.3,52.45,49.34285714285714,48.5,52.4
3366,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,51.9,49.075,51.95,48.957142857142856,47.34285714285714,51.9
3367,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,51.25,48.7,51.05,47.785714285714285,47.73333333333333,51.0
3368,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,50.81666666666666,47.375,50.9,47.042857142857144,50.916666666666664,50.9
3369,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,49.88333333333333,46.425,50.099999999999994,45.371428571428574,50.98333333333333,50.0
3370,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,63.800000000000004,58.15,63.65,58.385714285714286,59.52,63.5
3371,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,22.633333333333336,20.725,22.75,19.97142857142857,23.82,22.7
3372,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2013,23.05,20.075000000000003,22.7,20.457142857142856,20.885714285714283,22.6
3373,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2015,22.616666666666664,20.025,22.15,19.814285714285713,22.46666666666667,22.1
3374,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,22.083333333333332,19.275,21.85,19.185714285714287,25.46666666666667,21.8
3375,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2019,22.849999999999998,20.625,22.75,20.285714285714285,22.759999999999998,22.7
3376,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,32.449999999999996,28.825000000000003,31.9,29.314285714285713,30.560000000000002,31.8
3377,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,33.733333333333334,32.65,33.65,32.55714285714286,31.839999999999996,33.6
3378,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,32.25,30.875,32.2,30.914285714285715,29.357142857142858,32.1
3379,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,30.599999999999998,29.85,30.6,29.400000000000002,28.849999999999998,30.6
3380,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,30.683333333333334,29.025,30.9,28.74285714285714,30.916666666666668,30.9
3381,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,30.666666666666668,29.775,31.099999999999998,28.7,31.583333333333332,31.0
3382,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,44.98333333333333,41.849999999999994,45.55,42.05714285714286,41.8,45.5
3383,Virginia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,34.0,31.15,33.599999999999994,31.142857142857142,35.82,33.4
3384,Virginia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2013,33.4,30.0,32.6,30.27142857142857,31.82857142857143,32.4
3385,Virginia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,33.15,29.75,32.4,30.099999999999998,33.516666666666666,32.3
3386,Virginia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,33.35,29.575,32.65,29.785714285714285,36.9,32.5
3387,Virginia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2019,36.416666666666664,33.55,35.95,33.8,35.949999999999996,35.8
3388,Virginia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2023,43.300000000000004,39.925,42.55,40.457142857142856,43.08,42.3
3389,Virginia,Percent of adults who engage in no leisure-time physical activity,2011,24.933333333333334,27.475,25.0,27.7,29.3,25.0
3390,Virginia,Percent of adults who engage in no leisure-time physical activity,2012,22.116666666666664,25.325,22.4,25.157142857142855,24.828571428571426,22.5
3391,Virginia,Percent of adults who engage in no leisure-time physical activity,2013,25.116666666666664,29.225,25.4,29.04285714285714,29.771428571428572,25.5
3392,Virginia,Percent of adults who engage in no leisure-time physical activity,2014,23.3,26.799999999999997,23.450000000000003,27.0,23.05,23.5
3393,Virginia,Percent of adults who engage in no leisure-time physical activity,2015,24.516666666666666,28.500000000000004,25.15,29.25714285714286,28.45,25.1
3394,Virginia,Percent of adults who engage in no leisure-time physical activity,2016,23.05,27.725,23.299999999999997,27.27142857142857,25.066666666666666,23.3
3395,Virginia,Percent of adults who engage in no leisure-time physical activity,2017,25.383333333333336,30.175,25.95,30.5,26.2,25.9
3396,Virginia,Percent of adults who engage in no leisure-time physical activity,2018,21.383333333333336,25.5,21.9,26.342857142857145,21.266666666666666,22.0
3397,Virginia,Percent of adults who engage in no leisure-time physical activity,2019,24.650000000000002,29.25,25.25,30.214285714285715,26.400000000000002,25.3
3398,Virginia,Percent of adults who engage in no leisure-time physical activity,2020,20.2,25.375,20.85,25.571428571428573,21.785714285714285,20.9
3399,Virginia,Percent of adults who engage in no leisure-time physical activity,2021,20.099999999999998,25.025,20.8,27.285714285714285,19.12857142857143,20.9
3400,Virginia,Percent of adults who engage in no leisure-time physical activity,2022,20.133333333333333,25.15,20.75,25.614285714285717,22.633333333333336,20.9
3401,Virginia,Percent of adults who engage in no leisure-time physical activity,2023,21.316666666666666,28.075,22.200000000000003,28.599999999999998,23.22,22.3
3402,Virginia,Percent of adults who report consuming fruit less than one time daily,2017,36.81666666666666,38.3,36.75,39.142857142857146,34.86666666666667,36.6
3403,Virginia,Percent of adults who report consuming fruit less than one time daily,2019,38.71666666666666,39.15,38.349999999999994,40.55714285714286,34.38333333333333,38.3
3404,Virginia,Percent of adults who report consuming fruit less than one time daily,2021,40.1,39.875,39.650000000000006,40.871428571428574,39.339999999999996,39.6
3405,Virginia,Percent of adults who report consuming vegetables less than one time daily,2017,15.916666666666666,18.25,15.85,18.114285714285714,16.55,15.8
3406,Virginia,Percent of adults who report consuming vegetables less than one time daily,2019,18.383333333333333,21.225,18.0,21.357142857142858,20.080000000000002,17.9
3407,Virginia,Percent of adults who report consuming vegetables less than one time daily,2021,18.566666666666666,20.825,18.15,20.985714285714288,19.919999999999998,18.1
3408,Washington,Percent of adults aged 18 years and older who have an overweight classification,2011,33.85,34.3,34.4,33.971428571428575,34.55714285714286,34.5
3409,Washington,Percent of adults aged 18 years and older who have an overweight classification,2012,34.916666666666664,35.95,35.25,35.05714285714286,36.3375,35.4
3410,Washington,Percent of adults aged 18 years and older who have an overweight classification,2013,33.916666666666664,33.45,34.150000000000006,33.628571428571426,32.81428571428572,34.3
3411,Washington,Percent of adults aged 18 years and older who have an overweight classification,2014,35.43333333333333,35.375,36.0,35.214285714285715,33.81428571428571,36.1
3412,Washington,Percent of adults aged 18 years and older who have an overweight classification,2015,35.68333333333333,36.275,35.849999999999994,35.371428571428574,37.2125,36.1
3413,Washington,Percent of adults aged 18 years and older who have an overweight classification,2016,34.300000000000004,34.675,34.599999999999994,33.72857142857143,33.4,34.9
3414,Washington,Percent of adults aged 18 years and older who have an overweight classification,2017,33.88333333333333,33.725,34.349999999999994,33.0,33.471428571428575,34.5
3415,Washington,Percent of adults aged 18 years and older who have an overweight classification,2018,34.083333333333336,35.325,34.5,33.74285714285714,32.925,34.7
3416,Washington,Percent of adults aged 18 years and older who have an overweight classification,2019,34.93333333333333,35.15,35.5,34.2,33.91428571428572,35.6
3417,Washington,Percent of adults aged 18 years and older who have an overweight classification,2020,35.21666666666666,35.8,35.75,34.27142857142857,36.4375,36.0
3418,Washington,Percent of adults aged 18 years and older who have an overweight classification,2021,34.483333333333334,35.9,35.2,33.857142857142854,34.3875,35.4
3419,Washington,Percent of adults aged 18 years and older who have an overweight classification,2022,33.800000000000004,34.95,34.35,33.5,33.81428571428571,34.6
3420,Washington,Percent of adults aged 18 years and older who have an overweight classification,2023,34.733333333333334,34.825,35.0,33.67142857142857,35.325,35.2
3421,Washington,Percent of adults aged 18 years and older who have obesity,2011,25.78333333333333,26.625,26.4,27.114285714285717,29.099999999999998,26.5
3422,Washington,Percent of adults aged 18 years and older who have obesity,2012,26.333333333333332,27.799999999999997,26.8,27.657142857142855,28.025,26.8
3423,Washington,Percent of adults aged 18 years and older who have obesity,2013,26.48333333333333,27.75,27.15,27.87142857142857,29.357142857142858,27.2
3424,Washington,Percent of adults aged 18 years and older who have obesity,2014,26.866666666666664,28.175,27.25,27.714285714285715,27.485714285714288,27.3
3425,Washington,Percent of adults aged 18 years and older who have obesity,2015,25.849999999999998,26.55,26.4,28.02857142857143,25.6375,26.4
3426,Washington,Percent of adults aged 18 years and older who have obesity,2016,28.066666666666666,29.475,28.6,30.37142857142857,29.900000000000002,28.6
3427,Washington,Percent of adults aged 18 years and older who have obesity,2017,27.2,29.0,27.65,29.342857142857145,29.2,27.7
3428,Washington,Percent of adults aged 18 years and older who have obesity,2018,28.133333333333336,29.275,28.7,30.085714285714285,30.35,28.7
3429,Washington,Percent of adults aged 18 years and older who have obesity,2019,27.78333333333333,29.9,28.35,29.942857142857143,28.285714285714285,28.3
3430,Washington,Percent of adults aged 18 years and older who have obesity,2020,27.566666666666666,28.924999999999997,28.0,30.099999999999998,28.962500000000002,28.0
3431,Washington,Percent of adults aged 18 years and older who have obesity,2021,28.349999999999998,29.95,28.8,32.51428571428571,32.975,28.8
3432,Washington,Percent of adults aged 18 years and older who have obesity,2022,31.316666666666666,32.8,31.700000000000003,34.471428571428575,35.042857142857144,31.7
3433,Washington,Percent of adults aged 18 years and older who have obesity,2023,30.25,32.275,30.65,33.51428571428571,33.875,30.6
3434,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,54.35,52.3,54.2,52.614285714285714,49.57142857142857,54.2
3435,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,56.4,53.325,56.3,54.628571428571426,51.57142857142857,56.3
3436,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,58.25,55.975,58.35,55.614285714285714,55.0125,58.4
3437,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,57.71666666666667,55.175,57.95,55.0,54.67142857142857,57.9
3438,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,58.73333333333333,56.025,59.25,55.67142857142857,55.42857142857143,59.3
3439,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,66.0,62.7,66.5,61.128571428571426,63.1375,66.5
3440,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,21.25,19.575,20.95,20.057142857142857,18.642857142857142,21.0
